ID;ICD-10-Code;ICD-O-Code;ICD-10 Text;Label;Topography Text;Extended Label;Prompt Text
I94551;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;B-Zell-Tumor;Pankreas-Inselzellen (Histos: nur NET);B-Zell-Tumor (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I53008;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Gutartige Nesidioblastose;Pankreas-Inselzellen (Histos: nur NET);Gutartige Nesidioblastose (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I72355;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Gutartige Neubildung der Inselzellen des Pankreas;Pankreas-Inselzellen (Histos: nur NET);Gutartige Neubildung der Inselzellen des Pankreas (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I63377;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Gutartige Neubildung der Langerhans-Inseln;Pankreas-Inselzellen (Histos: nur NET);Gutartige Neubildung der Langerhans-Inseln (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I25785;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Gutartiger Inselzelltumor;Pankreas-Inselzellen (Histos: nur NET);Gutartiger Inselzelltumor (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I18119;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Gutartiges Insulinom;Pankreas-Inselzellen (Histos: nur NET);Gutartiges Insulinom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I79119;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Gutartiges Nesidioblastom;Pankreas-Inselzellen (Histos: nur NET);Gutartiges Nesidioblastom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I39624;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Inselzelladenom;Pankreas-Inselzellen (Histos: nur NET);Inselzelladenom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I80275;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Inselzelltumor des Pankreas;Pankreas-Inselzellen (Histos: nur NET);Inselzelltumor des Pankreas (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I02197_2;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Nesidioblastom des Pankreas;Pankreas-Inselzellen (Histos: nur NET);Nesidioblastom des Pankreas (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I77293;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Nesidiom;Pankreas-Inselzellen (Histos: nur NET);Nesidiom (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I28709;D13.7;C25.4;Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas;Nesidiom des Pankreas;Pankreas-Inselzellen (Histos: nur NET);Nesidiom des Pankreas (Pankreas-Inselzellen (Histos: nur NET));Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas (Pankreas-Inselzellen (Histos: nur NET))
I64388;D13.9;C26.0;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems;Darmadenom;Intestinaltrakt o.n.A.;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Intestinaltrakt ohne nähere Angabe);Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Intestinaltrakt ohne nähere Angabe)
I66199;D13.9;C26.8;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems;Darmadenom;Verdauungssystem, mehrere Bereiche überlappend;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Verdauungssystem, mehrere Bereiche überlappend);Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Verdauungssystem, mehrere Bereiche überlappend)
I40974;D13.9;C26.9;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems;Darmadenom;Gastrointestinaltrakt o.n.A.;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Gastrointestinaltrakt ohne nähere Angabe);Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Gastrointestinaltrakt ohne nähere Angabe)
I11317;D13.9;C42.2;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems;Darmadenom;Milz;Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Milz);Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems (Milz)
I46483;D14.0;C30.0;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Nasenhöhle;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
I31341;D14.0;C30.1;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Mittelohr;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen
I78789;D14.0;C31.0;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Sinus maxillaris;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus maxillaris);Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus maxillaris)
I60867_1;D14.0;C31.1;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Sinus ethmoidalis;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus ethmoidalis);Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus ethmoidalis)
I39552;D14.0;C31.2;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Sinus frontalis;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus frontalis);Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus frontalis)
I98404;D14.0;C31.3;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Sinus sphenoidalis;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus sphenoidalis);Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Sinus sphenoidalis)
I19442;D14.0;C31.8;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Nasennebenhöhlen, mehrere Teilbereiche überlappend;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Nasennebenhöhlen, mehrere Teilbereiche überlappend);Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Nasennebenhöhlen, mehrere Teilbereiche überlappend)
I15828;D14.0;C31.9;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen;Benigner neuroendokriner Tumor des Mittelohrs;Nasennebenhöhlen o.n.A.;Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Nasennebenhöhlen ohne nähere Angabe);Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen (Nasennebenhöhlen ohne nähere Angabe)
I37231_2;D14.1;C32.0;Gutartige Neubildung: Larynx;Benigner neuroendokriner Tumor des Larynx;Glottis;Gutartige Neubildung: Larynx (Glottis);Gutartige Neubildung: Larynx (Glottis)
I66916;D14.1;C32.1;Gutartige Neubildung: Larynx;Benigner neuroendokriner Tumor des Larynx;Supraglottis;Gutartige Neubildung: Larynx (Supraglottis);Gutartige Neubildung: Larynx (Supraglottis)
I86098;D14.1;C32.2;Gutartige Neubildung: Larynx;Benigner neuroendokriner Tumor des Larynx;Subglottis;Gutartige Neubildung: Larynx (Subglottis);Gutartige Neubildung: Larynx (Subglottis)
I59753;D14.1;C32.3;Gutartige Neubildung: Larynx;Benigner neuroendokriner Tumor des Larynx;Larynxknorpel;Gutartige Neubildung: Larynx (Larynxknorpel);Gutartige Neubildung: Larynx (Larynxknorpel)
I06642;D14.1;C32.8;Gutartige Neubildung: Larynx;Benigner neuroendokriner Tumor des Larynx;Larynx, mehrere Teilbereiche überlappend;Gutartige Neubildung: Larynx (Larynx, mehrere Teilbereiche überlappend);Gutartige Neubildung: Larynx (Larynx, mehrere Teilbereiche überlappend)
I25427;D14.1;C32.9;Gutartige Neubildung: Larynx;Benigner neuroendokriner Tumor des Larynx;Kehlkopf o.n.A.;Gutartige Neubildung: Larynx (Kehlkopf ohne nähere Angabe);Gutartige Neubildung: Larynx (Kehlkopf ohne nähere Angabe)
I01576;D14.2;C33.9;Gutartige Neubildung: Trachea;Gutartige Neubildung der Luftröhre;Trachea;Gutartige Neubildung der Luftröhre (Trachea);Gutartige Neubildung: Trachea
I32832;D14.2;C33.9;Gutartige Neubildung: Trachea;Gutartige Neubildung der Trachea;Trachea;Gutartige Neubildung der Trachea;Gutartige Neubildung: Trachea
I62565;D14.2;C33.9;Gutartige Neubildung: Trachea;Gutartige Neubildung des Luftröhrenknorpels;Trachea;Gutartige Neubildung des Luftröhrenknorpels (Trachea);Gutartige Neubildung: Trachea
I62137;D14.2;C33.9;Gutartige Neubildung: Trachea;Gutartige Neubildung des Tracheaknorpels;Trachea;Gutartige Neubildung des Tracheaknorpels;Gutartige Neubildung: Trachea
I16221;D14.2;C33.9;Gutartige Neubildung: Trachea;Tracheaadenom;Trachea;Tracheaadenom;Gutartige Neubildung: Trachea
I93516;D14.2;C33.9;Gutartige Neubildung: Trachea;Tracheachondrom;Trachea;Tracheachondrom;Gutartige Neubildung: Trachea
I50489;D14.2;C33.9;Gutartige Neubildung: Trachea;Tracheafibrom;Trachea;Tracheafibrom;Gutartige Neubildung: Trachea
I10701;D14.2;C33.9;Gutartige Neubildung: Trachea;Tracheapapillom;Trachea;Tracheapapillom;Gutartige Neubildung: Trachea
I09220_1;D14.2;C33.9;Gutartige Neubildung: Trachea;Tracheobronchiale gutartige Neubildung;Trachea;Tracheobronchiale gutartige Neubildung (Trachea);Gutartige Neubildung: Trachea
I23596;D14.3;C34.0;Gutartige Neubildung: Bronchus und Lunge;Adenomatoid-zystische Lungendegeneration;Hauptbronchus;Gutartige Neubildung: Bronchus und Lunge (Hauptbronchus);Gutartige Neubildung: Bronchus und Lunge (Hauptbronchus)
I08731;D14.3;C34.1;Gutartige Neubildung: Bronchus und Lunge;Adenomatoid-zystische Lungendegeneration;Lungenoberlappen;Gutartige Neubildung: Bronchus und Lunge (Lungenoberlappen);Gutartige Neubildung: Bronchus und Lunge (Lungenoberlappen)
I03358;D14.3;C34.2;Gutartige Neubildung: Bronchus und Lunge;Adenomatoid-zystische Lungendegeneration;Lungenmittellappen;Gutartige Neubildung: Bronchus und Lunge (Lungenmittellappen);Gutartige Neubildung: Bronchus und Lunge (Lungenmittellappen)
I47317;D14.3;C34.3;Gutartige Neubildung: Bronchus und Lunge;Adenomatoid-zystische Lungendegeneration;Lungenunterlappen;Gutartige Neubildung: Bronchus und Lunge (Lungenunterlappen);Gutartige Neubildung: Bronchus und Lunge (Lungenunterlappen)
I92804;D14.3;C34.8;Gutartige Neubildung: Bronchus und Lunge;Adenomatoid-zystische Lungendegeneration;Lunge, mehrere Teilbereiche überlappend;Gutartige Neubildung: Bronchus und Lunge (Lunge, mehrere Teilbereiche überlappend);Gutartige Neubildung: Bronchus und Lunge (Lunge, mehrere Teilbereiche überlappend)
I53620;D14.3;C34.9;Gutartige Neubildung: Bronchus und Lunge;Adenomatoid-zystische Lungendegeneration;Lunge o.n.A.;Gutartige Neubildung: Bronchus und Lunge (Lunge ohne nähere Angabe);Gutartige Neubildung: Bronchus und Lunge (Lunge ohne nähere Angabe)
I29006;D14.4;C39.0;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet;Gutartige Neubildung der Atemwege a.n.k.;Obere Atemwege o.n.A.;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet (Obere Atemwege ohne nähere Angabe);Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet (Obere Atemwege ohne nähere Angabe)
I71584;D14.4;C39.8;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet;Gutartige Neubildung der Atemwege a.n.k.;Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet (Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend);Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet (Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend)
I79511;D14.4;C39.9;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet;Gutartige Neubildung der Atemwege a.n.k.;Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane;Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet (Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane);Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet (Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane)
I71558_1;D15.0;C37.9;Gutartige Neubildung: Thymus;Benignes Thymom Typ A;Thymus;Benignes Thymom Typ A (Thymus);Gutartige Neubildung: Thymus
I20505;D15.0;C37.9;Gutartige Neubildung: Thymus;Benignes Thymom Typ AB;Thymus;Benignes Thymom Typ AB (Thymus);Gutartige Neubildung: Thymus
I44340;D15.0;C37.9;Gutartige Neubildung: Thymus;Benignes Thymom Typ B;Thymus;Benignes Thymom Typ B (Thymus);Gutartige Neubildung: Thymus
I14236;D15.0;C37.9;Gutartige Neubildung: Thymus;Gutartige Neubildung des Thymus;Thymus;Gutartige Neubildung des Thymus;Gutartige Neubildung: Thymus
I87971;D15.0;C37.9;Gutartige Neubildung: Thymus;Gutartiges Thymom;Thymus;Gutartiges Thymom (Thymus);Gutartige Neubildung: Thymus
I95800;D15.0;C37.9;Gutartige Neubildung: Thymus;Thymoblastom;Thymus;Thymoblastom (Thymus);Gutartige Neubildung: Thymus
I89189_1;D15.0;C37.9;Gutartige Neubildung: Thymus;Thymom;Thymus;Thymom (Thymus);Gutartige Neubildung: Thymus
I69200;D15.0;C37.9;Gutartige Neubildung: Thymus;Thymusepitheliom;Thymus;Thymusepitheliom;Gutartige Neubildung: Thymus
I49219;D15.1;C38.0;Gutartige Neubildung: Herz;Benigner primärer kardialer Tumor des Erwachsenen;Herz;Benigner primärer kardialer Tumor des Erwachsenen (Herz);Gutartige Neubildung: Herz
I28122;D15.1;C38.0;Gutartige Neubildung: Herz;Benigner primärer kardialer Tumor im Kindesalter;Herz;Benigner primärer kardialer Tumor im Kindesalter (Herz);Gutartige Neubildung: Herz
I56017;D15.1;C38.0;Gutartige Neubildung: Herz;Familiäres atriales Myxom;Herz;Familiäres atriales Myxom (Herz);Gutartige Neubildung: Herz
I26507;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung der Herzventrikel;Herz;Gutartige Neubildung der Herzventrikel;Gutartige Neubildung: Herz
I94146;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung des Atrium cordis;Herz;Gutartige Neubildung des Atrium cordis (Herz);Gutartige Neubildung: Herz
I97583_2;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung des Endokards;Herz;Gutartige Neubildung des Endokards (Herz);Gutartige Neubildung: Herz
I20060;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung des Epikards;Herz;Gutartige Neubildung des Epikards (Herz);Gutartige Neubildung: Herz
I64956;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung des Herzens;Herz;Gutartige Neubildung des Herzens;Gutartige Neubildung: Herz
I82858;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung des Myokards;Herz;Gutartige Neubildung des Myokards (Herz);Gutartige Neubildung: Herz
I21811;D15.1;C38.0;Gutartige Neubildung: Herz;Gutartige Neubildung des Perikards;Herz;Gutartige Neubildung des Perikards (Herz);Gutartige Neubildung: Herz
I98477;D15.1;C38.0;Gutartige Neubildung: Herz;Herzmyom;Herz;Herzmyom;Gutartige Neubildung: Herz
I69301_1;D15.1;C38.0;Gutartige Neubildung: Herz;Kardiales papilläres Fibroelastom;Herz;Kardiales papilläres Fibroelastom (Herz);Gutartige Neubildung: Herz
I16436;D15.1;C38.0;Gutartige Neubildung: Herz;Papilläres Fibroelastom des Herzens;Herz;Papilläres Fibroelastom des Herzens;Gutartige Neubildung: Herz
I56235;D15.1;C38.0;Gutartige Neubildung: Herz;Vorhofmyxom;Herz;Vorhofmyxom (Herz);Gutartige Neubildung: Herz
I50563;D15.2;C38.1;Gutartige Neubildung: Mediastinum;Gutartige Neubildung des anterioren Mediastinums;Vorderes Mediastinum;Gutartige Neubildung: Mediastinum (Vorderes Mediastinum);Gutartige Neubildung: Mediastinum (Vorderes Mediastinum)
I70495;D15.2;C38.2;Gutartige Neubildung: Mediastinum;Gutartige Neubildung des anterioren Mediastinums;Hinteres Mediastinum;Gutartige Neubildung: Mediastinum (Hinteres Mediastinum);Gutartige Neubildung: Mediastinum (Hinteres Mediastinum)
I94195;D15.2;C38.3;Gutartige Neubildung: Mediastinum;Gutartige Neubildung des anterioren Mediastinums;Mediastinum o.n.A.;Gutartige Neubildung: Mediastinum (Mediastinum ohne nähere Angabe);Gutartige Neubildung: Mediastinum (Mediastinum ohne nähere Angabe)
I01282_2;D15.7;C38.4;Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe;Gutartige Neubildung der Pleura;Pleura o.n.A.;Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe (Pleura ohne nähere Angabe);Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe (Pleura ohne nähere Angabe)
I09220_2;D15.7;C38.8;Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe;Gutartige Neubildung der Pleura;Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend;Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe (Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend);Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe (Herz, Mediastinum und Pleura, mehrere Teilbereiche überlappend)
I62114;D16.0;C40.0;Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität;Chondromyxoides Fibrom der langen Knochen der oberen Gliedmaßen;Lange Knochen von Arm und Schulter und zugehörige Gelenke;Chondromyxoides Fibrom der langen Knochen der oberen Gliedmaßen (Lange Knochen von Arm und Schulter und zugehörige Gelenke);Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität (Lange Knochen von Arm und Schulter und zugehörige Gelenke)
I53691;D16.0;C40.0;Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität;Gutartige Neubildung der Armknochen a.n.k.;Lange Knochen von Arm und Schulter und zugehörige Gelenke;Gutartige Neubildung der Armknochen a.n.k. (Lange Knochen von Arm und Schulter und zugehörige Gelenke);Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität (Lange Knochen von Arm und Schulter und zugehörige Gelenke)
I77698;D16.0;C40.0;Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität;Gutartige Neubildung der Ellenbogenknochen;Lange Knochen von Arm und Schulter und zugehörige Gelenke;Gutartige Neubildung der Ellenbogenknochen (Lange Knochen von Arm und Schulter und zugehörige Gelenke);Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität (Lange Knochen von Arm und Schulter und zugehörige Gelenke)
